datahora_extracao,indicador,valor,unidade,fonte
29/07/2026 04:01,Fonte testada — INMET B825 — PORTO ALEGRE - BELEM NOVO,None mm/7d · REJEITADA · HTTP 204 — estação sem transmitir,-,controle de qualidade
29/07/2026 04:01,Fonte testada — INMET B809 — SAPUCAIA DO SUL,None mm/7d · REJEITADA · HTTP 204 — estação sem transmitir,-,controle de qualidade
29/07/2026 04:01,Fonte testada — INMET B824 — VIAMAO,None mm/7d · REJEITADA · HTTP 204 — estação sem transmitir,-,controle de qualidade
29/07/2026 04:01,Fonte testada — INMET B814 — MONTENEGRO,None mm/7d · REJEITADA · HTTP 204 — estação sem transmitir,-,controle de qualidade
29/07/2026 04:01,Fonte testada — CEMADEN,None mm/7d · REJEITADA · None,-,controle de qualidade
29/07/2026 04:01,Fonte testada — ANA Gravataí (Passo das Canoas) (pluviômetro telemétrico),119.4 mm/7d · ACEITA · 119 mm/7d · cobertura 100%,-,controle de qualidade
29/07/2026 04:01,Chuva prevista 48h (Poaclima/Catavento),50.0,mm,Poaclima/Catavento
29/07/2026 04:01,Previsão 29/07 — Chuva e raios,50.0,mm,Poaclima/Catavento
29/07/2026 04:01,Previsão 30/07 — Sol entre nuvens,0.0,mm,Poaclima/Catavento
29/07/2026 04:01,Previsão 31/07 — Ensolarado,0.0,mm,Poaclima/Catavento
29/07/2026 04:01,Previsão 01/08 — Chuvas isoladas e sol,10.0,mm,Poaclima/Catavento
29/07/2026 04:01,Previsão 02/08 — Encoberto e chuva,5.0,mm,Poaclima/Catavento
29/07/2026 04:01,Alerta Poaclima vigente,,-,Poaclima
29/07/2026 04:01,Chuva acumulada Poaclima,,mm,Poaclima
29/07/2026 04:01,Nível Usina do Gasômetro (Poaclima),1.4,m,Poaclima
29/07/2026 04:01,Nível Cais Mauá (Poaclima),1.91,m,Poaclima
29/07/2026 04:01,Nível Riacho Ipiranga (Poaclima),0.38,m,Poaclima
29/07/2026 04:01,Alertas regionais vigentes (Defesa Civil),17,un,Poaclima
29/07/2026 04:01,Alerta regional — (10) Cruzeiro,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
29/07/2026 04:01,Alerta regional — (17) Ilhas,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
29/07/2026 04:01,Alerta regional — (5) Norte,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
29/07/2026 04:01,Alerta regional — (2) Noroeste,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
29/07/2026 04:01,Alerta regional — (14) Eixo baltazar,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
29/07/2026 04:01,Alerta regional — (6) Nordeste,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
29/07/2026 04:01,Alerta regional — (3) Leste,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
29/07/2026 04:01,Alerta regional — (9) Glória,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
29/07/2026 04:01,Alerta regional — (12) Centro sul,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
29/07/2026 04:01,Alerta regional — (8) Restinga,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
29/07/2026 04:01,Alerta regional — (15) Sul,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
29/07/2026 04:01,Alerta regional — (13) Extremo sul,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
29/07/2026 04:01,Alerta regional — (1) Humaitá,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
29/07/2026 04:01,Alerta regional — (16) Centro,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
29/07/2026 04:01,Alerta regional — (7) Partenon,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
29/07/2026 04:01,Alerta regional — (4) Lomba do pinheiro,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
29/07/2026 04:01,Alerta regional — (11) Cristal,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
