datahora_extracao,indicador,valor,unidade,fonte
27/07/2026 14:59,Fonte testada — INMET A801 — PORTO ALEGRE - JARDIM BOTANICO,None mm/7d · REJEITADA · HTTP 204 — estação sem transmitir,-,controle de qualidade
27/07/2026 14:59,Fonte testada — INMET B808 — CACHOEIRINHA,None mm/7d · REJEITADA · HTTP 204 — estação sem transmitir,-,controle de qualidade
27/07/2026 14:59,Fonte testada — INMET B825 — PORTO ALEGRE - BELEM NOVO,None mm/7d · REJEITADA · HTTP 204 — estação sem transmitir,-,controle de qualidade
27/07/2026 14:59,Fonte testada — INMET B809 — SAPUCAIA DO SUL,None mm/7d · REJEITADA · HTTP 204 — estação sem transmitir,-,controle de qualidade
27/07/2026 14:59,Fonte testada — INMET B824 — VIAMAO,None mm/7d · REJEITADA · HTTP 204 — estação sem transmitir,-,controle de qualidade
27/07/2026 14:59,Fonte testada — INMET B814 — MONTENEGRO,None mm/7d · REJEITADA · HTTP 204 — estação sem transmitir,-,controle de qualidade
27/07/2026 14:59,Fonte testada — CEMADEN,None mm/7d · REJEITADA · None,-,controle de qualidade
27/07/2026 14:59,Fonte testada — ANA Gravataí (Passo das Canoas) (pluviômetro telemétrico),91.6 mm/7d · ACEITA · 92 mm/7d · cobertura 100%,-,controle de qualidade
27/07/2026 14:59,Chuva prevista 48h (Poaclima/Catavento),65.0,mm,Poaclima/Catavento
27/07/2026 14:59,Previsão 27/07 — Pancadas de chuva isoladas,30.0,mm,Poaclima/Catavento
27/07/2026 14:59,Previsão 28/07 — Chuva e raios,35.0,mm,Poaclima/Catavento
27/07/2026 14:59,Previsão 29/07 — Chuva e raios,40.0,mm,Poaclima/Catavento
27/07/2026 14:59,Previsão 30/07 — Sol entre nuvens,0.0,mm,Poaclima/Catavento
27/07/2026 14:59,Previsão 31/07 — Ensolarado,0.0,mm,Poaclima/Catavento
27/07/2026 14:59,Alerta Poaclima vigente,,-,Poaclima
27/07/2026 14:59,Chuva acumulada Poaclima,,mm,Poaclima
27/07/2026 14:59,Nível Usina do Gasômetro (Poaclima),1.18,m,Poaclima
27/07/2026 14:59,Nível Cais Mauá (Poaclima),1.68,m,Poaclima
27/07/2026 14:59,Nível Riacho Ipiranga (Poaclima),0.38,m,Poaclima
27/07/2026 14:59,Alertas regionais vigentes (Defesa Civil),17,un,Poaclima
27/07/2026 14:59,Alerta regional — (10) Cruzeiro,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
27/07/2026 14:59,Alerta regional — (17) Ilhas,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
27/07/2026 14:59,Alerta regional — (5) Norte,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
27/07/2026 14:59,Alerta regional — (2) Noroeste,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
27/07/2026 14:59,Alerta regional — (14) Eixo baltazar,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
27/07/2026 14:59,Alerta regional — (6) Nordeste,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
27/07/2026 14:59,Alerta regional — (3) Leste,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
27/07/2026 14:59,Alerta regional — (9) Glória,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
27/07/2026 14:59,Alerta regional — (12) Centro sul,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
27/07/2026 14:59,Alerta regional — (8) Restinga,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
27/07/2026 14:59,Alerta regional — (15) Sul,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
27/07/2026 14:59,Alerta regional — (13) Extremo sul,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
27/07/2026 14:59,Alerta regional — (1) Humaitá,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
27/07/2026 14:59,Alerta regional — (16) Centro,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
27/07/2026 14:59,Alerta regional — (7) Partenon,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
27/07/2026 14:59,Alerta regional — (4) Lomba do pinheiro,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
27/07/2026 14:59,Alerta regional — (11) Cristal,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
